Date,Boro,Year,Month,Day,DayOfWeek,IsWeekend,Season,Vol,Temperature,Rainfall,TempAnomaly,RainAnomaly
2022-04-05,Brooklyn,2022,4,5,2,0,Spring,431,88.63556776387877,1.1419688537716866,1.853241699523351,-0.46310002828147984
2022-04-06,Brooklyn,2022,4,6,3,0,Spring,672,85.80178901645151,0.6448527220636606,-0.9753480797043672,-0.2933992755998061
2022-04-07,Brooklyn,2022,4,7,4,0,Spring,865,76.2591920812419,2.927596364002276,0.7512284923500537,-0.6128891888638243
2022-04-08,Brooklyn,2022,4,8,5,1,Spring,430,88.33336162465204,0.865954696200788,2.0099253087071625,0.02419474200275696
2022-04-09,Brooklyn,2022,4,9,6,1,Spring,292,77.35151287714342,0.48343094903975725,-1.3054575943743074,-0.5984010947192161
2022-04-10,Brooklyn,2022,4,10,0,0,Spring,399,85.14324175319632,5.754074439070322,3.4283427621170377,-0.44734048335260385
2022-04-11,Brooklyn,2022,4,11,1,0,Spring,545,86.88358995532452,1.1503335902273657,-0.33476858800492726,-0.6195700750504611
2022-04-12,Brooklyn,2022,4,12,2,0,Spring,746,86.65501479131323,0.3073802139341239,1.6228493429682265,0.194117896600921
2022-04-13,Brooklyn,2022,4,13,3,0,Spring,663,86.27327974717926,2.549888051962281,-3.247808184704085,-0.2824720922683793
2022-04-14,Brooklyn,2022,4,14,4,0,Spring,229,78.56332723095366,7.001604405856759,-1.7438073906030471,-0.01620168090730721
2022-04-15,Brooklyn,2022,4,15,5,1,Spring,330,77.26632240920458,7.045418690469982,-0.17887532384123617,-0.017320120417627316
2022-04-16,Brooklyn,2022,4,16,6,1,Spring,399,86.26963735532502,7.030620573731803,1.8932271319159968,-0.029724435710405315
2022-04-17,Brooklyn,2022,4,17,0,0,Spring,331,79.64138540520494,0.1770065175369382,0.21519187390025982,-0.41377851602072746
2022-04-18,Brooklyn,2022,4,18,1,0,Spring,654,76.58781689367866,0.9480440579354763,-2.8235401303656054,0.6004379406554315
2022-04-19,Brooklyn,2022,4,19,2,0,Spring,181,74.87501770857165,3.641613666970322,1.1311172579703703,-0.4821320752696493
2022-04-20,Brooklyn,2022,4,20,3,0,Spring,571,86.50788907358267,1.213688493706286,0.47672612674207643,-0.21581593150653675
2022-04-21,Brooklyn,2022,4,21,4,0,Spring,491,83.79030412703342,1.288517120294273,2.0649648371476426,-0.4668114218642105
2022-04-22,Brooklyn,2022,4,22,5,1,Spring,351,87.398071676881,0.22232255746278073,-0.23933786330033016,-0.5920639826854729
2022-04-23,Brooklyn,2022,4,23,6,1,Spring,372,76.90218796792684,1.9886426347399,4.398737734357776,-0.23814185995411274
2022-04-24,Brooklyn,2022,4,24,0,0,Spring,597,81.29843613628114,0.5280721513554454,-2.2207350898077687,0.019843596893132996
2022-04-25,Brooklyn,2022,4,25,1,0,Spring,609,74.56739537511315,2.0570011920386797,1.2191904926818247,-1.160694855287433
2022-04-26,Brooklyn,2022,4,26,2,0,Spring,516,80.43111781596987,7.372665624645474,3.2299512801000114,-0.19621768530980838
2022-04-27,Brooklyn,2022,4,27,3,0,Spring,261,75.76898775473697,1.3412550436332822,-0.9164715350870043,0.7263258540921435
2022-04-28,Brooklyn,2022,4,28,4,0,Spring,334,81.94452932185195,1.3034463748335838,1.2902755614450598,-0.10641416843884126
2022-04-29,Brooklyn,2022,4,29,5,1,Spring,253,79.81182092326804,4.533067241298933,0.7093476268995454,-0.6487844677160357
2022-04-30,Brooklyn,2022,4,30,6,1,Spring,476,87.22800824462912,1.6015985793552094,-0.7816605110224595,0.13111640473813813
2022-05-01,Brooklyn,2022,5,1,0,0,Spring,513,78.9066304862022,0.413074060357597,3.325926212868102,-0.9688498654290159
2022-05-02,Brooklyn,2022,5,2,1,0,Spring,590,75.30060562159332,2.2296703550124413,-0.5489095179680362,-0.27690649388235516
2022-05-03,Brooklyn,2022,5,3,2,0,Spring,316,68.61932142331256,2.1360344252640253,-1.608048463962305,-0.3227710351710345
2022-05-04,Brooklyn,2022,5,4,3,0,Spring,470,75.05640168108819,4.642402615146113,-3.819298397541176,-0.9250116934140405
2022-05-05,Brooklyn,2022,5,5,4,0,Spring,634,74.3900705428908,0.18766254053805007,1.8300603819462284,0.08049066112747341
2022-05-06,Brooklyn,2022,5,6,5,1,Spring,382,83.06010329727071,6.725312590262987,-2.483699351090423,0.22605344762685073
2022-05-07,Brooklyn,2022,5,7,6,1,Spring,388,79.60732437391225,7.520034836959705,1.1562061863058806,0.5086125348696171
2022-05-08,Brooklyn,2022,5,8,0,0,Spring,539,74.38147626539592,0.030962416902184486,0.8574596967153575,0.7799981197268903
2022-05-09,Brooklyn,2022,5,9,1,0,Spring,732,78.46008277916351,5.22376706053443,-4.889116939909854,-0.2635415002238881
2022-05-10,Brooklyn,2022,5,10,2,0,Spring,458,77.99124678492001,0.14063680027386416,0.25721776952352193,0.3908761304690241
2022-05-11,Brooklyn,2022,5,11,3,0,Spring,651,78.96714693626006,2.612850734879995,0.16518932260043795,-0.2776561941514923
2022-05-12,Brooklyn,2022,5,12,4,0,Spring,685,75.83294700747481,0.5868172878399491,1.5538262230157505,0.15446830487311577
2022-05-13,Brooklyn,2022,5,13,5,1,Spring,281,83.24544794101139,3.411201904441481,-1.8163136443629202,-0.42175051483818216
2022-05-14,Brooklyn,2022,5,14,6,1,Spring,412,83.86818500881512,0.34910575300455093,2.5267632930136044,-0.038010988299449426
2022-05-15,Brooklyn,2022,5,15,0,0,Spring,548,71.46823175011161,1.7260951268577818,2.086063515557068,0.6192685840656281
2022-05-16,Brooklyn,2022,5,16,1,0,Spring,704,82.30110240718935,6.867160392324345,4.705220136369486,0.14676461793335271
2022-05-17,Brooklyn,2022,5,17,2,0,Spring,687,73.58552299223848,0.2766481252802129,2.927459815174835,-0.2021319313614898
2022-05-18,Brooklyn,2022,5,18,3,0,Spring,550,78.42984635801669,2.2127998321408278,-1.6784079931484965,-1.0901431596160578
2022-05-19,Brooklyn,2022,5,19,4,0,Spring,570,82.32523423160127,9.733591753663172,0.1462340386499959,0.09881577581368117
2022-05-20,Brooklyn,2022,5,20,5,1,Spring,328,79.79122436848525,0.6186000155285001,-1.0924320405051426,0.9612588505982782
2022-05-21,Brooklyn,2022,5,21,6,1,Spring,380,77.2782859880156,0.3505875403061509,-2.9301116406764423,-0.4640599750533857
2022-05-22,Brooklyn,2022,5,22,0,0,Spring,396,77.80119300335315,4.757994536058379,-3.7115781962966445,-0.164491946354425
2022-05-23,Brooklyn,2022,5,23,1,0,Spring,405,88.5740342716048,0.6027497556060553,-0.030509884797427517,0.47603575152512445
2022-05-24,Brooklyn,2022,5,24,2,0,Spring,367,84.50368153247129,5.13788785064661,-2.361935644889255,0.8220669250689234
2022-05-25,Brooklyn,2022,5,25,3,0,Spring,675,77.37254682338121,2.617103174244786,0.6650235798281674,-0.382021714736594
2022-05-26,Brooklyn,2022,5,26,4,0,Spring,717,75.71654861809814,1.0749813122674823,1.617317043957726,-0.26513703700347946
2022-05-27,Brooklyn,2022,5,27,5,1,Spring,359,86.52888241199892,1.320577695965767,2.473287996374933,-0.8828105746009014
2022-05-28,Brooklyn,2022,5,28,6,1,Spring,287,77.77013170181549,2.206518668597365,-0.5110356842424596,0.10759176678444937
2022-05-29,Brooklyn,2022,5,29,0,0,Spring,537,79.33447216627273,2.4403264875614887,2.214200593679062,0.66590066429834
2022-05-30,Brooklyn,2022,5,30,1,0,Spring,886,83.86747659897624,6.7587186392761245,2.268375576354003,-0.008017462186152187
2022-05-31,Brooklyn,2022,5,31,2,0,Spring,856,74.25423696206173,0.638591424562037,0.7516605198848261,0.4566445841678044
2022-06-01,Brooklyn,2022,6,1,3,0,Summer,292,67.82259957540285,8.697400070222761,-1.0866500366761875,0.06144672702552159
2022-06-02,Brooklyn,2022,6,2,4,0,Summer,496,68.089469578646,0.23411061242222786,1.905702577445063,0.16664916069119912
2022-06-03,Brooklyn,2022,6,3,5,1,Summer,553,70.85664088054966,4.742212261752559,-3.7289293699481805,0.5172668343629265
2022-06-04,Brooklyn,2022,6,4,6,1,Summer,396,57.91718768276553,0.33682255776241293,2.677572079741957,0.3138838114136038
2022-06-05,Brooklyn,2022,6,5,0,0,Summer,790,67.909142817068755,3.4143383352268226,2.4914698619154936,-0.923322217658912
2022-06-06,Brooklyn,2022,6,6,1,0,Summer,500,73.53597782450248,4.087703998963882,-0.22936011118400454,0.6187658423785293
2022-06-07,Brooklyn,2022,6,7,2,0,Summer,641,71.5590376765849,0.5041497042402625,0.507131593713254,0.030934502536335257
2022-06-08,Brooklyn,2022,6,8,3,0,Summer,584,71.75320078391194,0.14589424821748226,-3.4956730114413848,1.1563132909707736
2022-06-09,Brooklyn,2022,6,9,4,0,Summer,1034,62.06567293687022,0.27886636807795945,-1.3671988327341253,1.2843642053116893
2022-06-10,Brooklyn,2022,6,10,5,1,Summer,492,71.08260827039847,0.7987995995208621,-0.9128837655690744,-0.44176337527876186
2022-06-11,Brooklyn,2022,6,11,6,1,Summer,279,69.42625078560303,4.9751087238354215,3.732522535613328,0.9556611115804731
2022-06-12,Brooklyn,2022,6,12,0,0,Summer,459,70.10169061614538,1.159192593768239,-2.9992542871999754,0.13344374894102212
2022-06-13,Brooklyn,2022,6,13,1,0,Summer,606,74.46395130968892,5.235415620024591,-1.9463823753704201,-0.17593007209228592
2022-06-14,Brooklyn,2022,6,14,2,0,Summer,265,77.24042073772324,7.014225157334691,0.528918400763986,0.06129395052112754
2022-06-15,Brooklyn,2022,6,15,3,0,Summer,279,68.73984563972485,0.8455847744294834,0.5015350668866563,0.2641047354323601
2022-06-16,Brooklyn,2022,6,16,4,0,Summer,382,67.01264360416211,2.500783063387299,-0.4330140743237209,-0.04878702147576543
2022-06-17,Brooklyn,2022,6,17,5,1,Summer,365,68.7612958012524,1.3240325208753347,0.09164560557247413,-0.44982369994167126
2022-06-18,Brooklyn,2022,6,18,6,1,Summer,524,73.87182970075824,2.8422307146895416,1.5542857202504905,0.15326399839522187
2022-06-19,Brooklyn,2022,6,19,0,0,Summer,509,69.40706396914959,2.9180787058682305,-0.6333397890638564,-0.5318526219565316
2022-06-20,Brooklyn,2022,6,20,1,0,Summer,574,67.91209364449551,5.090983277305435,2.162924983846539,-0.044037942862417905
2022-06-21,Brooklyn,2022,6,21,2,0,Summer,540,69.73786823371132,2.255852244066424,1.559362116096244,0.6046174555639213
2022-06-22,Brooklyn,2022,6,22,3,0,Summer,444,76.76975101416859,10.278979632415345,3.488047336338071,-0.5881536317507199
2022-06-23,Brooklyn,2022,6,23,4,0,Summer,754,65.39674286346528,1.9787693938988484,-0.5303914978075501,-0.03230101837302591
2022-06-24,Brooklyn,2022,6,24,5,1,Summer,290,68.44614313001523,0.9990389691665769,-2.0864131011431044,0.3856175980161843
2022-06-25,Brooklyn,2022,6,25,6,1,Summer,377,64.72098515909022,0.26821526539252755,0.45922467344698936,0.05712346893832842
2022-06-26,Brooklyn,2022,6,26,0,0,Summer,498,81.19372127899848,0.013842506358745933,1.843089438285825,-0.17816611737194316
2022-06-27,Brooklyn,2022,6,27,1,0,Summer,630,67.63468929983375,1.0535406339913607,2.7730029135727254,-0.4138920612735536
2022-06-28,Brooklyn,2022,6,28,2,0,Summer,791,74.53027042740435,5.888302463293427,3.899657112588933,-0.036203286596906865
2022-06-29,Brooklyn,2022,6,29,3,0,Summer,627,70.18958465797071,0.06160438898950815,-3.9023487595340214,0.7368194610298829
2022-06-30,Brooklyn,2022,6,30,4,0,Summer,757,69.12318858488119,1.6538066508166769,-0.7849938405941622,-0.19403560241787574
2022-07-01,Brooklyn,2022,7,1,5,1,Summer,476,58.19195487360631,0.021277431666254197,2.629604291417902,-0.18078000527532906
2022-07-02,Brooklyn,2022,7,2,6,1,Summer,338,55.98189228957546,3.4166695660162456,-1.9522781581705169,0.15389143581743556
2022-07-03,Brooklyn,2022,7,3,0,0,Summer,562,66.70788175537692,4.193442951635791,-0.7185660778971807,0.10168376194865283
2022-07-04,Brooklyn,2022,7,4,1,0,Summer,756,63.12965327189141,4.927525806920005,-2.4426215124724697,0.8681418656556217
2022-07-05,Brooklyn,2022,7,5,2,0,Summer,316,60.15565353997093,0.6768604712560773,-1.6317866640109635,0.9323650940179184
2022-07-06,Brooklyn,2022,7,6,3,0,Summer,599,54.525433252652874,0.012443860992789268,-1.438671444806757,-0.5805336664679156
2022-07-07,Brooklyn,2022,7,7,4,0,Summer,526,57.56792967220677,1.4668655078017954,-1.6661774538617211,0.3150613945617928
2022-07-08,Brooklyn,2022,7,8,5,1,Summer,488,64.76546841632052,0.11097093485295773,1.1177423970651281,0.25295257363357193
2022-07-09,Brooklyn,2022,7,9,6,1,Summer,475,55.02743325953592,1.9223697613084558,-4.235367410409905,0.02519409764070342
2022-07-10,Brooklyn,2022,7,10,0,0,Summer,595,57.14064838740979,1.81333138040247,-0.018316234052952945,0.12791813235671556
2022-07-11,Brooklyn,2022,7,11,1,0,Summer,774,63.91586590785144,0.4466629115887187,2.9068930220211104,0.49894827240258605
2022-07-12,Brooklyn,2022,7,12,2,0,Summer,321,61.90683210544538,2.2535603827888018,-2.720697648243859,0.4280679397505775
2022-07-13,Brooklyn,2022,7,13,3,0,Summer,687,56.9997091302142,4.688383993913151,0.9355959704447581,-0.523458456599324
2022-07-14,Brooklyn,2022,7,14,4,0,Summer,313,68.26307560047063,1.1173693304881454,-2.3308215188189343,0.583558852029228
2022-07-15,Brooklyn,2022,7,15,5,1,Summer,459,54.04616532429206,1.1645107055082917,-0.5832622899262745,0.7569083010643084
2022-07-16,Brooklyn,2022,7,16,6,1,Summer,409,67.07838725951262,0.3797469334676862,0.32520507561764084,0.2522393813861088
2022-07-17,Brooklyn,2022,7,17,0,0,Summer,695,64.07086408596241,0.8849551249295473,1.9478652434762287,-1.326892870442409
2022-07-18,Brooklyn,2022,7,18,1,0,Summer,562,49.51214475821776,1.0985042648389935,0.4719262139969293,0.7153431863611932
2022-07-19,Brooklyn,2022,7,19,2,0,Summer,315,61.60082541243837,2.7125281187796837,-1.421984625288404,-0.7384216244849189
2022-07-20,Brooklyn,2022,7,20,3,0,Summer,249,64.00512560212026,6.005346119067766,1.5070013189129734,0.7923640197265611
2022-07-21,Brooklyn,2022,7,21,4,0,Summer,631,56.041596729786114,3.6760432159710414,-3.2077170434681443,-0.04610969285355412
2022-07-22,Brooklyn,2022,7,22,5,1,Summer,393,59.94666868383016,0.18522164691239595,1.4735086110064728,-0.4118112802811177
2022-07-23,Brooklyn,2022,7,23,6,1,Summer,343,51.88241030027761,1.6526902409075983,-1.9585858146572421,-0.8240320609720573
2022-07-24,Brooklyn,2022,7,24,0,0,Summer,503,55.46216474056101,0.004311143941911665,-2.313455239025273,0.4721547291326856
2022-07-25,Brooklyn,2022,7,25,1,0,Summer,449,60.6838336121132,3.868408917278974,0.2158969908749831,-0.17846818185853464
2022-07-26,Brooklyn,2022,7,26,2,0,Summer,526,61.35593978265987,2.7479927240962034,-4.081523035948788,-0.08100762932272329
2022-07-27,Brooklyn,2022,7,27,3,0,Summer,410,59.6316939239749,0.7995383152738214,-1.394146791946943,0.062389096133094894
2022-07-28,Brooklyn,2022,7,28,4,0,Summer,253,56.1278483578598,2.500041276132489,-1.6424002838424434,-0.14423565367260102
2022-07-29,Brooklyn,2022,7,29,5,1,Summer,378,62.96908067763094,0.5564952502027154,-2.2483137420248296,-0.5909530985405668
2022-07-30,Brooklyn,2022,7,30,6,1,Summer,505,66.63752279790842,0.3397994916886091,0.374950568234867,-1.1964639299118616
2022-07-31,Brooklyn,2022,7,31,0,0,Summer,832,56.9958208409141,6.062914059827917,0.21519601167977953,0.42564054719894806
2022-08-01,Brooklyn,2022,8,1,1,0,Summer,550,50.2825342912551,3.083708539437104,1.0676267058932671,0.47090245010839066
2022-08-02,Brooklyn,2022,8,2,2,0,Summer,538,47.344618552090616,8.434991977845803,3.4448023743853153,-0.14292172642386058
2022-08-03,Brooklyn,2022,8,3,3,0,Summer,694,49.59550607811525,3.3394210597682483,-0.31618557190330576,-0.3186996454172366
2022-08-04,Brooklyn,2022,8,4,4,0,Summer,558,50.803777933356905,5.447311755017711,3.976825545641792,0.5078121851713063
2022-08-05,Brooklyn,2022,8,5,5,1,Summer,357,49.48929717668183,4.557823534802867,-3.6434765080120157,-0.38113319414240615
2022-08-06,Brooklyn,2022,8,6,6,1,Summer,226,48.22625015106964,0.7645037425681949,-3.4207749925119515,0.287411898435105
2022-08-07,Brooklyn,2022,8,7,0,0,Summer,360,47.64386326453316,0.2688653627410531,-1.997686031483337,-0.6795199563501145
2022-08-08,Brooklyn,2022,8,8,1,0,Summer,611,50.17022088680806,1.9025942035967793,-0.5322192995695109,0.4509839280402167
2022-08-09,Brooklyn,2022,8,9,2,0,Summer,331,48.99639396321617,5.810105801571162,-0.17991476985589352,0.1488926182640601
2022-08-10,Brooklyn,2022,8,10,3,0,Summer,707,47.27775685615363,0.6098586795851588,3.279375574385147,-0.0013888165961037533
2022-08-11,Brooklyn,2022,8,11,4,0,Summer,348,51.88681134822768,2.7654209061616903,-0.908950435680127,-0.11583050347150009
2022-08-12,Brooklyn,2022,8,12,5,1,Summer,381,52.01864080290223,4.961646746591998,2.0807685444459807,0.5877794000130775
2022-08-13,Brooklyn,2022,8,13,6,1,Summer,400,50.85118468771516,2.9781980570185564,0.3404258875257673,0.5888033746180991
2022-08-14,Brooklyn,2022,8,14,0,0,Summer,548,44.49460039389638,2.396999532163148,1.7434595936004555,0.6499512459813996
2022-08-15,Brooklyn,2022,8,15,1,0,Summer,573,52.01234849645547,3.283329561184693,2.261813207134773,1.195191415792581
2022-08-16,Brooklyn,2022,8,16,2,0,Summer,640,52.12908088605473,1.3232408156618476,-3.6673256966624437,-0.3250772776992378
2022-08-17,Brooklyn,2022,8,17,3,0,Summer,531,48.584356405688084,2.1636997311144057,1.2653371384320713,-0.4767028555361218
2022-08-18,Brooklyn,2022,8,18,4,0,Summer,513,52.76816036057778,0.2781014982610941,-0.9098671813680203,1.0364801042156904
2022-08-19,Brooklyn,2022,8,19,5,1,Summer,416,56.32178116238543,0.5652096383273602,-0.9292465525771885,0.09303368873852269
2022-08-20,Brooklyn,2022,8,20,6,1,Summer,357,51.63901231597315,1.4613962296126708,-2.144920019227618,0.6374660230673311
2022-08-21,Brooklyn,2022,8,21,0,0,Summer,781,53.825531866546974,0.9776015939924106,-0.7112109689663657,0.11654182593718447
2022-08-22,Brooklyn,2022,8,22,1,0,Summer,224,56.412867294051225,6.682058199904062,-2.6771999094251484,-0.6779529382635208
2022-08-23,Brooklyn,2022,8,23,2,0,Summer,704,58.29443466914672,0.34637930896133184,-1.6506909838768666,0.5434802983541248
2022-08-24,Brooklyn,2022,8,24,3,0,Summer,513,47.59635093432544,0.26081010319624304,0.013615107133559361,0.2989103220966612
2022-08-25,Brooklyn,2022,8,25,4,0,Summer,613,47.960827427064565,3.8686667865324504,-0.5045855095011363,-0.5969507889562071
2022-08-26,Brooklyn,2022,8,26,5,1,Summer,499,48.35540604135459,1.7417724075818304,1.491670470630376,-0.22623399105522957
2022-08-27,Brooklyn,2022,8,27,6,1,Summer,484,55.50538293925308,4.044663686137248,-4.510763906308995,-0.1628244983063943
2022-08-28,Brooklyn,2022,8,28,0,0,Summer,451,52.908589803913586,4.949702623979522,1.6638834524418713,0.014297922387021277
2022-08-29,Brooklyn,2022,8,29,1,0,Summer,785,54.78889601378682,3.492694701831389,0.9201253339252152,-0.27501665429253325
2022-08-30,Brooklyn,2022,8,30,2,0,Summer,307,51.507109021686794,0.11357538462681895,-2.606850389629712,-0.27061682996268094
2022-08-31,Brooklyn,2022,8,31,3,0,Summer,680,48.557694682134574,0.8112484188750386,-0.9809780231897403,0.10683227727437387
2022-09-01,Brooklyn,2022,9,1,4,0,Fall,473,35.398733984843304,1.506781033830656,-0.6672688248516662,0.04480578037029433
2022-09-02,Brooklyn,2022,9,2,5,1,Fall,208,34.1562342210003,0.6481050113216043,-0.08256402829389758,-1.113289431213731
2022-09-03,Brooklyn,2022,9,3,6,1,Fall,213,52.73559788078891,1.0791640309616923,-2.1768658536538976,-0.4179666302561876
2022-09-04,Brooklyn,2022,9,4,0,0,Fall,587,42.699298586575075,3.9340413583624847,-2.4194840460695954,-0.17050841976669995
2022-09-05,Brooklyn,2022,9,5,1,0,Fall,884,45.47060145715535,0.26035785116255283,3.5693230726471805,0.2539369056709901
2022-09-06,Brooklyn,2022,9,6,2,0,Fall,591,46.15196035231527,1.230881405994296,-1.874985576674049,0.26562928515683626
2022-09-07,Brooklyn,2022,9,7,3,0,Fall,720,49.91109810825281,1.5888975019167262,-1.6922158867896466,-0.20450584747830994
2022-09-08,Brooklyn,2022,9,8,4,0,Fall,676,45.84683564110886,0.033088767901062965,0.08043171645471806,-0.40506445565557847
2022-09-09,Brooklyn,2022,9,9,5,1,Fall,335,42.811343609113734,2.052923945626045,2.019971323748656,-0.21602921583937898
2022-09-10,Brooklyn,2022,9,10,6,1,Fall,495,46.39386950508398,0.6144903022795916,-1.9272979471182192,-0.05109929372519518
2022-09-11,Brooklyn,2022,9,11,0,0,Fall,603,44.416008884947864,1.4968198833212685,0.5517797943754228,-0.12718029866071415
2022-09-12,Brooklyn,2022,9,12,1,0,Fall,581,39.53621729476471,0.07901570480316877,2.375580633406433,-0.07701425495643853
2022-09-13,Brooklyn,2022,9,13,2,0,Fall,700,47.471951555805866,1.1579974368214607,0.3064550555597664,-0.07720618432278623
2022-09-14,Brooklyn,2022,9,14,3,0,Fall,662,43.50169867503003,0.023201171308755875,-0.41019807899176824,-1.15101998182814
2022-09-15,Brooklyn,2022,9,15,4,0,Fall,456,42.50596241949608,1.1233845315873623,0.6805496270624607,0.7329790565555533
2022-09-16,Brooklyn,2022,9,16,5,1,Fall,440,38.07577284743904,3.052931982855845,0.2166625885238001,-0.6443465028051545
2022-09-17,Brooklyn,2022,9,17,6,1,Fall,311,48.41976767249728,3.6829987166631706,-2.0280960508046797,-0.6052660742797451
2022-09-18,Brooklyn,2022,9,18,0,0,Fall,645,40.73009137416306,1.2297552758827806,0.6198970399047994,-0.13418164552947418
2022-09-19,Brooklyn,2022,9,19,1,0,Fall,485,42.1831756079243,3.3265117144394405,-1.7497953651094778,0.3416962409269108
2022-09-20,Brooklyn,2022,9,20,2,0,Fall,618,42.539661612475165,0.6711794277653098,3.8627979230638942,-0.15983456545091876
2022-09-21,Brooklyn,2022,9,21,3,0,Fall,605,42.394547499958136,0.5661128517240286,-1.782848320698603,0.32258751209360254
2022-09-22,Brooklyn,2022,9,22,4,0,Fall,509,45.457787008053444,1.453172558834577,3.2230218481464985,-0.20584994372887605
2022-09-23,Brooklyn,2022,9,23,5,1,Fall,447,47.18911111927883,2.9921291133571155,0.8655605422713438,-0.09590473610335704
2022-09-24,Brooklyn,2022,9,24,6,1,Fall,457,45.36260736548142,0.4497705018147826,1.1820805385437922,-0.43144614078486465
2022-09-25,Brooklyn,2022,9,25,0,0,Fall,515,35.32356123298704,0.2782526630908251,0.025017664959756995,-0.24832663340946173
2022-09-26,Brooklyn,2022,9,26,1,0,Fall,726,30.632694882968384,5.257830228404475,-2.7902533457685474,-0.9138873589420166
2022-09-27,Brooklyn,2022,9,27,2,0,Fall,759,40.85440503541354,0.9485214194282889,-0.07344898937290752,-0.15825641216788094
2022-09-28,Brooklyn,2022,9,28,3,0,Fall,451,41.77314950114041,0.7883247137069702,-0.45163803226126925,-0.9602812630039055
2022-09-29,Brooklyn,2022,9,29,4,0,Fall,433,41.93417721100718,2.540152633478666,4.745610710032506,0.0813293930332908
2022-09-30,Brooklyn,2022,9,30,5,1,Fall,451,35.71591845501421,0.1438572656752623,0.7764913955237932,1.4029302218153283
2022-10-01,Brooklyn,2022,10,1,6,1,Fall,309,36.603203778108615,3.0000928820811,-0.22757451919910035,-0.9509550627339738
2022-10-02,Brooklyn,2022,10,2,0,0,Fall,483,30.904410156930172,1.6605451981628183,0.15804884139468708,-0.686629416501228
2022-10-03,Brooklyn,2022,10,3,1,0,Fall,670,53.194911092410734,2.42461507013979,4.153072611077315,-0.14684385286242618
2022-10-04,Brooklyn,2022,10,4,2,0,Fall,464,42.73304139109122,0.3616412177067231,-3.220756282346573,-0.4455609932668515
2022-10-05,Brooklyn,2022,10,5,3,0,Fall,261,39.96923030535296,0.4423494104442903,-0.16321790990504698,0.11805256358696566
2022-10-06,Brooklyn,2022,10,6,4,0,Fall,650,30.549302660708523,2.8145218676793116,0.30260408858698135,0.874819712117899
2022-10-07,Brooklyn,2022,10,7,5,1,Fall,240,38.66608314417413,0.28167729641283473,0.5725298748604577,0.6505673833080029
2022-10-08,Brooklyn,2022,10,8,6,1,Fall,265,44.10215505098659,0.39097608532756567,2.7609899150780173,-0.34060754831206363
2022-10-09,Brooklyn,2022,10,9,0,0,Fall,97,43.89096770024802,1.5681538270157704,-1.439209726670135,0.5972772112230565
2022-10-10,Brooklyn,2022,10,10,1,0,Fall,675,42.270460117612814,0.6400835467502475,-4.077677107432805,0.4254533842348682
2022-10-11,Brooklyn,2022,10,11,2,0,Fall,588,47.050260865258394,13.231948341418127,-1.0547022614360848,0.2777826679481258
2022-10-12,Brooklyn,2022,10,12,3,0,Fall,619,30.944679474517592,0.45709638856351376,-1.584940431059917,-0.4417150042407762
2022-10-13,Brooklyn,2022,10,13,4,0,Fall,677,34.487741294565055,0.18995312876338633,-3.8217467338960454,0.4121728863023976
2022-10-14,Brooklyn,2022,10,14,5,1,Fall,396,39.904160643415594,4.666365441701611,0.3905027545613752,0.34395685630500633
2022-10-15,Brooklyn,2022,10,15,6,1,Fall,289,40.74651859840022,3.1688597535896785,0.26643473869662576,0.6678841097533891
2022-10-16,Brooklyn,2022,10,16,0,0,Fall,635,37.337840648675325,0.9796080617234111,-1.8933939042154295,-0.4044229375422036
2022-10-17,Brooklyn,2022,10,17,1,0,Fall,746,45.98923063101776,7.419323127296688,4.2934289458423,-0.04973376475480115
2022-10-18,Brooklyn,2022,10,18,2,0,Fall,325,29.787021155526507,3.9287659859467037,2.928097599320404,-0.3988373854997556
2022-10-19,Brooklyn,2022,10,19,3,0,Fall,459,34.928445675933595,5.587222101769,-1.2492744798522908,-0.8588340526751993
2022-10-20,Brooklyn,2022,10,20,4,0,Fall,506,48.019591106915925,0.3527967085338008,2.6730947896469694,-0.15604714554366267
2022-10-21,Brooklyn,2022,10,21,5,1,Fall,271,44.46175017078513,5.500845249490214,-2.3478607488458234,0.24044249787206698
2022-10-22,Brooklyn,2022,10,22,6,1,Fall,469,32.41147219181018,0.4604721789066363,0.2936414027596496,0.19909979179975004
2022-10-23,Brooklyn,2022,10,23,0,0,Fall,460,44.117641380760716,1.218955896794796,4.554321340555265,-0.7664295701022595
2022-10-24,Brooklyn,2022,10,24,1,0,Fall,739,41.82781124004249,1.0068054259156594,1.8597728166093714,0.6456148925409545
2022-10-25,Brooklyn,2022,10,25,2,0,Fall,558,33.34539165845054,7.14367640129349,-0.7761961020223666,0.46080312267587825
2022-10-26,Brooklyn,2022,10,26,3,0,Fall,659,41.7978807723385,0.049954759829510774,-4.330961576847868,-0.36204270757597434
2022-10-27,Brooklyn,2022,10,27,4,0,Fall,784,44.46497304994347,2.728054854934836,1.4511159152290152,0.28696687692117345
2022-10-28,Brooklyn,2022,10,28,5,1,Fall,427,35.02450502050343,0.30851873468039287,-1.6606147625286514,-0.8799543295281846
2022-10-29,Brooklyn,2022,10,29,6,1,Fall,508,42.59835961292895,1.3343022484332323,3.36139873201942,-0.4568309664466707
2022-10-30,Brooklyn,2022,10,30,0,0,Fall,582,33.82133275858355,0.7691521188244224,2.627528997749407,0.42163907245542226
2022-10-31,Brooklyn,2022,10,31,1,0,Fall,323,42.64863437161037,1.948459058915997,0.70275438327623585,-0.21397278344529166
